,Stock,Company Name,Sector,Shares Held or Principal Amt,ESG Risk,Market Value,% of Portfolio
1458,HRI,Herc Holdings Inc.,TRANSPORTS,"1,637,359",NaN,"$273,588,000",0.01
1459,ILPT,Industrial Logistics Properties Trust,REAL ESTATE,"12,011,027",NaN,"$272,291,000",0.01
1460,VCEL,Vericel Corporation,HEALTH CARE,"7,105,354",NaN,"$271,566,000",0.01
1461,FOE,Ferro Corporation,MATERIALS,"12,463,202",NaN,"$270,950,000",0.01
1462,DVN(CALL),NaN,ENERGY,"4,582,200",NaN,"$270,945,000",0.01
1463,BDC,Belden Inc,INDUSTRIALS,"4,880,807",NaN,"$270,398,000",0.01
1464,YELP,Yelp Inc.,INDUSTRIALS,"7,909,937",NaN,"$269,808,000",0.01
1465,GBX,Greenbrier Companies Inc. (The),INDUSTRIALS,"5,236,187",NaN,"$269,715,000",0.01
1466,HCC,Warrior Met Coal Inc.,ENERGY,"7,268,007",NaN,"$269,715,000",0.01
1467,WLY,NaN,COMMUNICATIONS,"5,079,841",NaN,"$269,383,000",0.01
1468,EAT,Brinker International Inc.,CONSUMER DISCRETIONARY,"7,048,191",NaN,"$268,959,000",0.01
1469,CCS,Century Communities Inc.,CONSUMER DISCRETIONARY,"5,017,295",NaN,"$268,777,000",0.01
1470,CSR,NaN,REAL ESTATE,"2,736,058",NaN,"$268,463,000",0.01
1471,EGBN,Eagle Bancorp Inc.,FINANCE,"4,708,887",NaN,"$268,453,000",0.01
1472,NWN,Northwest Natural Holding Company,UTILITIES AND TELECOMMUNICATIONS,"5,184,366",NaN,"$268,134,000",0.01
1473,POLY,NaN,INFORMATION TECHNOLOGY,"6,800,245",NaN,"$267,929,000",0.01
1474,SBH,Sally Beauty Holdings Inc. (Name to be changed from Holdings Inc.),CONSUMER DISCRETIONARY,"17,126,597",NaN,"$267,688,000",0.01
1475,DEN,NaN,ENERGY,"3,401,112",NaN,"$267,227,000",0.01
1476,NVEE,NV5 Global Inc.,INDUSTRIALS,"2,003,766",NaN,"$267,102,000",0.01
1477,COLM,Columbia Sportswear Company,CONSUMER DISCRETIONARY,"2,948,229",NaN,"$266,903,000",0.01
1478,VRT,NaN,FINANCE,"18,988,356",NaN,"$265,836,000",0.01
1479,PFS,Provident Financial Services Inc,FINANCE,"11,351,187",NaN,"$265,617,000",0.01
1480,HYG(CALL),NaN,FINANCE,"3,220,000",NaN,"$264,974,000",0.01
1481,DHR+A,NaN,HEALTH CARE,"130,736",NaN,"$264,708,000",0.01
1482,DNLI,Denali Therapeutics Inc.,HEALTH CARE,"8,185,740",NaN,"$263,336,000",0.01
1483,BWXT,BWX Technologies Inc.,INDUSTRIALS,"4,888,414",NaN,"$263,290,000",0.01
1484,GPS,Gap Inc. (The),CONSUMER DISCRETIONARY,"18,594,394",NaN,"$261,809,000",0.01
1485,HL,Hecla Mining Company,MATERIALS,"39,825,902",NaN,"$261,655,000",0.01
1486,TGI,Triumph Group Inc.,INDUSTRIALS,"10,335,027",NaN,"$261,270,000",0.01
1487,DHR/PB,NaN,,"165,090",NaN,"$260,716,000",0.01
1488,SPR,Spirit Aerosystems Holdings Inc.,INDUSTRIALS,"5,332,086",NaN,"$260,687,000",0.01
1489,PRLB,Proto Labs Inc.,CONSUMER DISCRETIONARY,"4,926,175",NaN,"$260,593,000",0.01
1490,NTNX,Nutanix Inc.,INFORMATION TECHNOLOGY,"9,703,410",NaN,"$260,245,000",0.01
1491,BANF,BancFirst Corporation,FINANCE,"3,125,709",NaN,"$260,090,000",0.01
1492,PD,NaN,INFORMATION TECHNOLOGY,"7,598,940",NaN,"$259,808,000",0.01
1493,MTSI,MACOM Technology Solutions Holdings Inc.,INFORMATION TECHNOLOGY,"4,334,533",NaN,"$259,508,000",0.01
1494,MEI,Methode Electronics Inc.,INFORMATION TECHNOLOGY,"5,997,436",NaN,"$259,390,000",0.01
1495,VRE,NaN,REAL ESTATE,"14,877,307",NaN,"$258,716,000",0.01
1496,WAFD,Washington Federal Inc.,FINANCE,"7,869,600",NaN,"$258,281,000",0.01
1497,HNI,HNI Corporation,INDUSTRIALS,"6,956,598",NaN,"$257,740,000",0.01
1498,AMKR,Amkor Technology Inc.,INFORMATION TECHNOLOGY,"11,864,830",NaN,"$257,703,000",0.01
1499,AL,Air Lease Corporation Class A,FINANCE,"5,763,177",NaN,"$257,324,000",0.01
1500,IGSB,iShares Short-Term Corporate Bond ETF,FINANCE,"4,974,038",NaN,"$257,258,000",0.01
1501,CARG,CarGurus Inc.,CONSUMER DISCRETIONARY,"6,058,101",NaN,"$257,225,000",0.01
1502,UPST,NaN,FINANCE,"2,355,881",NaN,"$257,003,000",0.01
1503,IBOC,International Bancshares Corporation,FINANCE,"6,406,485",NaN,"$256,771,919",0.01
1504,HSKA,Heska Corporation,HEALTH CARE,"1,848,182",NaN,"$255,566,000",0.01
1505,AVNS,Avanos Medical Inc.,HEALTH CARE,"7,614,136",NaN,"$255,073,000",0.01
1506,AMPH,Amphastar Pharmaceuticals Inc.,HEALTH CARE,"7,103,524",NaN,"$255,016,000",0.01
1507,BFH,NaN,INFORMATION TECHNOLOGY,"4,537,648",NaN,"$254,789,000",0.01
1508,STRA,Strategic Education Inc.,CONSUMER DISCRETIONARY,"3,834,136",NaN,"$254,511,000",0.01
1509,NHI,National Health Investors Inc.,REAL ESTATE,"4,308,735",NaN,"$254,258,000",0.01
1510,HMN,Horace Mann Educators Corporation,FINANCE,"6,076,433",NaN,"$254,178,000",0.01
1511,ABR,Arbor Realty Trust,REAL ESTATE,"14,882,642",NaN,"$253,897,000",0.01
1512,CRVL,CorVel Corp.,HEALTH CARE,"1,501,735",NaN,"$252,952,000",0.01
1513,CMP,Compass Minerals Intl Inc,MATERIALS,"5,625,059",NaN,"$252,733,901",0.01
1514,IVW,iShares S&P 500 Growth,FINANCE,"3,306,705",NaN,"$252,566,000",0.01
1515,HTHT,Huazhu Group Limited,CONSUMER DISCRETIONARY,"7,645,988",NaN,"$252,241,000",0.01
1516,CUBI,Customers Bancorp Inc,FINANCE,"4,837,269",NaN,"$252,216,000",0.01
1517,PECO,NaN,ENERGY,"7,310,113",NaN,"$251,393,000",0.01
1518,EBC,NaN,FINANCE,"11,659,443",NaN,"$251,144,000",0.01
1519,ESI,Element Solutions Inc.,MATERIALS,"11,464,810",NaN,"$251,080,000",0.01
1520,NWBI,Northwest Bancshares Inc.,FINANCE,"18,574,027",NaN,"$250,936,000",0.01
1521,PRG,NaN,CONSUMER DISCRETIONARY,"9,465,323",NaN,"$250,547,100",0.01
1522,XNCR,Xencor Inc.,HEALTH CARE,"9,385,217",NaN,"$250,396,000",0.01
1523,ENTA,Enanta Pharmaceuticals Inc.,HEALTH CARE,"3,516,606",NaN,"$250,312,000",0.01
1524,RARE,Ultragenyx Pharmaceutical Inc.,HEALTH CARE,"3,440,671",NaN,"$249,862,000",0.01
1525,TREE,LendingTree Inc.,FINANCE,"2,085,394",NaN,"$249,560,000",0.01
1526,FBK,FB Financial Corporation,FINANCE,"5,600,209",NaN,"$248,763,000",0.01
1527,ADUS,Addus HomeCare Corporation,HEALTH CARE,"2,664,889",NaN,"$248,608,000",0.01
1528,HHC,The Howard Hughes Corporation,REAL ESTATE,"2,396,814",NaN,"$248,335,000",0.01
1529,ECPG,Encore Capital Group Inc,FINANCE,"3,952,242",NaN,"$247,925,000",0.01
1530,FL,Foot Locker Inc.,CONSUMER DISCRETIONARY,"9,813,219",NaN,"$247,783,780",0.01
1531,VGR,Vector Group Ltd.,CONSUMER STAPLES,"20,541,144",NaN,"$247,315,000",0.01
1532,TTMI,TTM Technologies Inc.,INFORMATION TECHNOLOGY,"16,664,676",NaN,"$246,971,000",0.01
1533,MTX,Minerals Technologies Inc.,MATERIALS,"3,727,319",NaN,"$246,562,000",0.01
1534,KALU,Kaiser Aluminum Corporation,MATERIALS,"2,617,574",NaN,"$246,471,000",0.01
1535,EMXC,NaN,FINANCE,"5,159,515",NaN,"$246,418,436",0.01
1536,XRX,Xerox Corporation,INFORMATION TECHNOLOGY,"12,204,336",NaN,"$246,161,000",0.01
1537,GVA,Granite Construction Incorporated,INDUSTRIALS,"7,481,807",NaN,"$245,402,000",0.01
1538,ASAN,NaN,INFORMATION TECHNOLOGY,"6,135,765",NaN,"$245,246,000",0.01
1539,DLB,Dolby Laboratories,INFORMATION TECHNOLOGY,"3,123,846",NaN,"$244,349,000",0.01
1540,EWG,iShares MSCI Germany Index Fund,FINANCE,"8,574,393",NaN,"$243,426,000",0.01
1541,SEAS,SeaWorld Entertainment Inc.,CONSUMER DISCRETIONARY,"3,263,987",NaN,"$242,972,000",0.01
1542,BEKE,NaN,INFORMATION TECHNOLOGY,"19,606,566",NaN,"$242,534,000",0.01
1543,CASH,Meta Financial Group Inc.,FINANCE,"4,407,934",NaN,"$242,082,000",0.01
1544,TTEC,TTEC Holdings Inc.,INDUSTRIALS,"2,930,567",NaN,"$241,829,000",0.01
1545,ACAD,ACADIA Pharmaceuticals Inc.,HEALTH CARE,"9,970,023",NaN,"$241,472,000",0.01
1546,NYMT,New York Mortgage Trust Inc.,REAL ESTATE,"66,100,318",NaN,"$241,266,000",0.01
1547,HAIN,The Hain Celestial Group Inc.,CONSUMER STAPLES,"10,154,569",NaN,"$241,069,468",0.01
1548,SHO,Sunstone Hotel Investors Inc.,REAL ESTATE,"20,441,689",NaN,"$240,803,000",0.01
1549,STIP,iShares 0-5 Year TIPS Bond,FINANCE,"2,293,877",NaN,"$240,720,000",0.01
1550,TBBK,The Bancorp Inc.,FINANCE,"8,494,240",NaN,"$240,641,000",0.01
1551,RCII,Rent-A-Center Inc.,CONSUMER DISCRETIONARY,"9,539,797",NaN,"$240,309,000",0.01
1552,WABC,Westamerica Bancorporation,FINANCE,"3,964,255",NaN,"$239,837,000",0.01
1553,AFRM,NaN,INFORMATION TECHNOLOGY,"5,180,921",NaN,"$239,773,000",0.01
1554,AGR,Avangrid Inc.,UTILITIES AND TELECOMMUNICATIONS,"5,127,802",NaN,"$239,673,000",0.01
1555,MGY,Magnolia Oil & Gas Corporation Class A,FINANCE,"10,127,762",NaN,"$239,522,000",0.01
1556,ATRC,AtriCure Inc.,HEALTH CARE,"3,645,696",NaN,"$239,414,000",0.01
1557,STC,Stewart Information Services Corporation,FINANCE,"3,941,377",NaN,"$238,885,000",0.01
1558,NEO,NeoGenomics Inc.,HEALTH CARE,"19,590,049",NaN,"$238,018,000",0.01
1559,DOCN,NaN,INFORMATION TECHNOLOGY,"4,113,371",NaN,"$237,960,000",0.01
1560,IGT,International Game Technology,CONSUMER DISCRETIONARY,"9,641,170",NaN,"$237,943,000",0.01
1561,JD,JD.com Inc.,CONSUMER DISCRETIONARY,"4,100,545",NaN,"$237,298,000",0.01
1562,ARVN,Arvinas Inc.,HEALTH CARE,"3,525,259",NaN,"$237,251,000",0.01
1563,BTI,British American Tobacco Industries p.l.c. ADR,CONSUMER STAPLES,"5,624,861",NaN,"$237,145,000",0.01
1564,IPAR,Inter Parfums Inc.,CONSUMER STAPLES,"2,686,964",NaN,"$236,587,000",0.01
1565,VIPS,Vipshop Holdings Limited American Depositary Shares each representing two,COMMUNICATIONS,"26,240,548",NaN,"$236,166,000",0.01
1566,MLAB,Mesa Laboratories Inc.,INFORMATION TECHNOLOGY,"924,948",NaN,"$235,751,000",0.01
1567,ECOL,US Ecology Inc.,INDUSTRIALS,"4,923,025",NaN,"$235,714,000",0.01
1568,TRIP,TripAdvisor Inc.,CONSUMER DISCRETIONARY,"8,668,657",NaN,"$235,095,000",0.01
1569,QTWO,Q2 Holdings Inc.,COMMUNICATIONS,"3,812,201",NaN,"$235,022,000",0.01
1570,WOR,Worthington Industries Inc.,MATERIALS,"4,571,279",NaN,"$235,012,000",0.01
1571,ASIX,AdvanSix Inc.,MATERIALS,"4,589,692",NaN,"$234,489,000",0.01
1572,VRNT,Verint Systems Inc.,INFORMATION TECHNOLOGY,"4,530,808",NaN,"$234,243,000",0.01
1573,MAXR,Maxar Technologies Inc.,INFORMATION TECHNOLOGY,"5,935,838",NaN,"$234,228,000",0.01
1574,MNRO,Monro Inc.,CONSUMER DISCRETIONARY,"5,268,641",NaN,"$233,612,000",0.01
1575,SLCA,U.S. Silica Holdings Inc.,INDUSTRIALS,"12,519,029",NaN,"$233,605,000",0.01
1576,EEMV,iShares Edge MSCI Min Vol Emerging Markets,FINANCE,"3,823,240",NaN,"$233,332,000",0.01
1577,PTCT,PTC Therapeutics Inc.,HEALTH CARE,"6,245,417",NaN,"$233,018,000",0.01
1578,RACE,Ferrari N.V.,CONSUMER DISCRETIONARY,"1,066,538",NaN,"$232,602,000",0.01
1579,SABR,Sabre Corporation,CONSUMER DISCRETIONARY,"39,886,871",NaN,"$232,540,458",0.01
1580,PLMR,NaN,FINANCE,"3,633,581",NaN,"$232,512,000",0.01
1581,UIS,Unisys Corporation,INFORMATION TECHNOLOGY,"10,758,162",NaN,"$232,485,000",0.01
1582,SKYW,SkyWest Inc.,TRANSPORTS,"8,050,838",NaN,"$232,267,000",0.01
1583,TVTY,Tivity Health Inc.,HEALTH CARE,"7,216,878",NaN,"$232,167,000",0.01
1584,ATGE,Adtalem Global Education Inc.,CONSUMER DISCRETIONARY,"7,811,644",NaN,"$232,082,000",0.01
1585,OMF,OneMain Holdings Inc.,FINANCE,"4,891,594",NaN,"$231,910,000",0.01
1586,TWST,Twist Bioscience Corporation,HEALTH CARE,"4,692,119",NaN,"$231,696,000",0.01
1587,OXM,Oxford Industries Inc.,INDUSTRIALS,"2,556,911",NaN,"$231,403,000",0.01
1588,BEAM,NaN,HEALTH CARE,"4,038,191",NaN,"$231,390,000",0.01
1589,NBTB,NBT Bancorp Inc.,FINANCE,"6,393,473",NaN,"$230,994,000",0.01
1590,BACPRL,NaN,FINANCE,"175,931",NaN,"$230,909,000",0.01
1591,CYH,Community Health Systems Inc.,HEALTH CARE,"19,414,591",NaN,"$230,450,000",0.01
1592,CIM,Chimera Investment Corporation,REAL ESTATE,"19,112,548",NaN,"$230,114,000",0.01
1593,MRTX,Mirati Therapeutics Inc.,HEALTH CARE,"2,797,638",NaN,"$230,022,000",0.01
1594,UVV,Universal Corporation,CONSUMER STAPLES,"3,957,625",NaN,"$229,820,000",0.01
1595,EGHT,8x8 Inc,INFORMATION TECHNOLOGY,"18,251,844",NaN,"$229,790,000",0.01
1596,USIG,iShares Broad USD Investment Grade Corporate Bond ETF,FINANCE,"4,169,529",NaN,"$229,491,000",0.01
1597,ALC,NaN,HEALTH CARE,"2,890,990",NaN,"$229,341,000",0.01
1598,BCRX,BioCryst Pharmaceuticals Inc.,HEALTH CARE,"14,101,975",NaN,"$229,298,000",0.01
1599,OPI,Office Properties Income Trust,REAL ESTATE,"8,879,856",NaN,"$228,478,000",0.01
1600,MODV,NaN,HEALTH CARE,"1,977,029",NaN,"$228,131,000",0.01
1601,ROCK,Gibraltar Industries Inc.,INDUSTRIALS,"5,310,267",NaN,"$228,077,000",0.01
1602,CHNG,NaN,INFORMATION TECHNOLOGY,"10,443,695",NaN,"$227,673,000",0.01
1603,HLNE,Hamilton Lane Incorporated,FINANCE,"2,930,022",NaN,"$226,462,000",0.01
1604,SCZ,iShares MSCI EAFE Small-Cap ETF,FINANCE,"3,411,505",NaN,"$226,319,000",0.01
1605,WHD,Cactus Inc. Class A,INDUSTRIALS,"3,987,233",NaN,"$226,236,000",0.01
1606,ESGR,Enstar Group Limited,FINANCE,"862,232",NaN,"$225,173,000",0.01
1607,DGRO,NaN,FINANCE,"4,213,665",NaN,"$225,052,000",0.01
1608,MC,Moelis & Company Class A,FINANCE,"4,792,004",NaN,"$224,984,000",0.01
1609,ENR,Energizer Holdings Inc.,CONSUMER STAPLES,"7,293,786",NaN,"$224,358,000",0.01
1610,TNC,Tennant Company,INDUSTRIALS,"2,842,661",NaN,"$224,001,000",0.01
1611,AROC,Archrock Inc.,ENERGY,"24,252,741",NaN,"$223,852,000",0.01
1612,MBB,iShares MBS ETF,FINANCE,"2,194,731",NaN,"$223,578,000",0.01
1613,EMBC,NaN,HEALTH CARE,"7,327,355",NaN,"$222,971,413",0.01
1614,URBN,Urban Outfitters Inc.,CONSUMER DISCRETIONARY,"11,938,841",NaN,"$222,778,773",0.01
1615,PATK,Patrick Industries Inc.,INDUSTRIALS,"3,691,563",NaN,"$222,602,000",0.01
1616,WLL,Whiting Petroleum Corporation,ENERGY,"2,730,465",NaN,"$222,559,000",0.01
1617,AIMC,Altra Industrial Motion Corp.,INDUSTRIALS,"5,716,722",NaN,"$222,552,000",0.01
1618,TMX,NaN,CONSUMER DISCRETIONARY,"4,873,615",NaN,"$222,382,000",0.01
1619,OXY(CALL),NaN,ENERGY,"3,918,000",NaN,"$222,304,000",0.01
1620,CFFN,Capitol Federal Financial Inc.,FINANCE,"20,358,818",NaN,"$221,504,000",0.01
1621,PUMP,ProPetro Holding Corp.,ENERGY,"15,882,120",NaN,"$221,239,000",0.01
1622,ALG,Alamo Group Inc.,INDUSTRIALS,"1,537,400",NaN,"$221,064,000",0.01
1623,BECN,Beacon Roofing Supply Inc.,INDUSTRIALS,"3,714,091",NaN,"$220,171,000",0.01
1624,INSM,Insmed Inc.,HEALTH CARE,"9,362,183",NaN,"$220,010,000",0.01
1625,BBD,Banco Bradesco Sa American Depositary Shares,FINANCE,"47,412,010",NaN,"$219,992,000",0.01
1626,MHO,M/I Homes Inc.,CONSUMER DISCRETIONARY,"4,953,662",NaN,"$219,694,000",0.01
1627,FOUR,NaN,FINANCE,"3,545,698",NaN,"$219,585,000",0.01
1628,FBNC,First Bancorp,FINANCE,"5,250,996",NaN,"$219,336,000",0.01
1629,COHU,Cohu Inc.,INFORMATION TECHNOLOGY,"7,391,458",NaN,"$218,789,000",0.01
1630,RGNX,REGENXBIO Inc.,HEALTH CARE,"6,588,815",NaN,"$218,683,000",0.01
1631,HCSG,Healthcare Services Group Inc.,INDUSTRIALS,"11,772,443",NaN,"$218,614,000",0.01
1632,DRQ,Dril-Quip Inc.,ENERGY,"5,845,551",NaN,"$218,333,000",0.01
1633,AXNX,Axonics Modulation Technologies Inc.,HEALTH CARE,"3,465,787",NaN,"$216,957,000",0.01
1634,PBR.A,Petroleo Brasileiro S.A.- Petrobras American Depositary Shares,ENERGY,"15,518,029",NaN,"$216,941,000",0.01
1635,KAMN,Kaman Corporation,INDUSTRIALS,"4,989,024",NaN,"$216,923,000",0.01
1636,ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),FINANCE,"37,984,762",NaN,"$216,894,000",0.01
1637,ENVA,Enova International Inc.,FINANCE,"5,707,947",NaN,"$216,732,000",0.01
1638,RPT,RPT Realty,REAL ESTATE,"15,659,335",NaN,"$215,629,000",0.01
1639,CHRD,NaN,ENERGY,"1,470,748",NaN,"$215,171,000",0.01
1640,RWT,Redwood Trust Inc.,REAL ESTATE,"20,415,569",NaN,"$214,976,000",0.01
1641,CHGG,Chegg Inc.,CONSUMER DISCRETIONARY,"5,916,364",NaN,"$214,648,000",0.01
1642,IYE,iShares U.S. Energy,ENERGY,"5,234,690",NaN,"$214,204,000",0.01
1643,EFG,iShares MSCI EAFE Growth,FINANCE,"2,222,945",NaN,"$214,003,000",0.01
1644,AAPL(CALL),NaN,INFORMATION TECHNOLOGY,"1,225,100",NaN,"$213,914,000",0.01
1645,NRZ,New Residential Investment Corp.,REAL ESTATE,"22,949,127",NaN,"$213,885,864",0.01
1646,PDM,Piedmont Office Realty Trust Inc. Class A,REAL ESTATE,"12,408,147",NaN,"$213,669,000",0.01
1647,ARGX,argenx SE,HEALTH CARE,"676,231",NaN,"$213,223,000",0.01
1648,AMCX,AMC Networks Inc.,COMMUNICATIONS,"5,231,388",NaN,"$212,550,000",0.01
1649,FCF,First Commonwealth Financial Corporation,FINANCE,"13,993,881",NaN,"$212,147,000",0.01
1650,PRA,ProAssurance Corporation,FINANCE,"7,892,068",NaN,"$212,137,000",0.01
1651,EXTR,Extreme Networks Inc.,INFORMATION TECHNOLOGY,"17,359,864",NaN,"$211,964,000",0.01
1652,HTLF,Heartland Financial USA Inc.,FINANCE,"4,429,584",NaN,"$211,868,000",0.01
1653,PINC,Premier Inc.,HEALTH CARE,"5,948,825",NaN,"$211,716,000",0.01
1654,CXW,CoreCivic Inc.,REAL ESTATE,"18,910,716",NaN,"$211,233,000",0.01
1655,VECO,Veeco Instruments Inc.,INFORMATION TECHNOLOGY,"7,766,583",NaN,"$211,174,000",0.01
1656,NEWR,New Relic Inc.,INFORMATION TECHNOLOGY,"3,157,120",NaN,"$211,149,000",0.01
1657,MRVI,NaN,HEALTH CARE,"5,981,894",NaN,"$210,981,000",0.01
1658,NARI,NaN,HEALTH CARE,"2,320,690",NaN,"$210,347,000",0.01
1659,MGEE,MGE Energy Inc.,UTILITIES AND TELECOMMUNICATIONS,"2,628,676",NaN,"$209,742,000",0.01
1660,WBT,Welbilt Inc.,INDUSTRIALS,"8,829,836",NaN,"$209,708,000",0.01
1661,EUSB,NaN,FINANCE,"4,511,505",NaN,"$209,650,000",0.01
1662,DLX,Deluxe Corporation,INDUSTRIALS,"6,919,729",NaN,"$209,252,000",0.01
1663,RLJ,RLJ Lodging Trust of Beneficial Interest $0.01 par value,REAL ESTATE,"14,859,481",NaN,"$209,224,000",0.01
1664,JNK,SPDR Bloomberg Barclays High Yield Bond,FINANCE,"2,037,168",NaN,"$208,810,000",0.01
1665,SNEX,NaN,FINANCE,"2,811,710",NaN,"$208,713,000",0.01
1666,SKY,Skyline Champion Corporation,CONSUMER DISCRETIONARY,"3,802,088",NaN,"$208,657,000",0.01
1667,OLLI,Ollie's Bargain Outlet Holdings Inc.,CONSUMER STAPLES,"4,842,661",NaN,"$208,039,000",0.01
1668,HEWJ,NaN,FINANCE,"5,377,017",NaN,"$207,446,000",0.01
1669,SPTN,SpartanNash Company,CONSUMER STAPLES,"6,267,833",NaN,"$206,775,000",0.01
1670,BHLB,Berkshire Hills Bancorp Inc.,FINANCE,"7,136,214",NaN,"$206,737,000",0.01
1671,GEF,Greif Inc. Class A,MATERIALS,"3,175,070",NaN,"$206,569,000",0.01
1672,NEE+P,NaN,UTILITIES AND TELECOMMUNICATIONS,"3,959,255",NaN,"$206,475,000",0.01
1673,USPH,U.S. Physical Therapy Inc.,HEALTH CARE,"2,076,064",NaN,"$206,466,000",0.01
1674,GTY,Getty Realty Corporation,REAL ESTATE,"7,210,369",NaN,"$206,361,000",0.01
1675,KRTX,NaN,HEALTH CARE,"1,626,405",NaN,"$206,210,000",0.01
1676,AYX,Alteryx Inc. Class A,INFORMATION TECHNOLOGY,"2,880,854",NaN,"$206,068,000",0.01
1677,FLGT,Fulgent Genetics Inc.,HEALTH CARE,"3,294,354",NaN,"$205,600,000",0.01
1678,SSP,E.W. Scripps Company (The),COMMUNICATIONS,"9,882,690",NaN,"$205,463,000",0.01
1679,DVAX,Dynavax Technologies Corporation,HEALTH CARE,"17,307,732",NaN,"$205,269,702",0.01
1680,PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. de C.V. (each representing 10 Series B shares),TRANSPORTS,"1,272,669",NaN,"$205,193,000",0.01
1681,GIII,G-III Apparel Group LTD.,CONSUMER DISCRETIONARY,"7,583,681",NaN,"$205,139,000",0.01
1682,BKLN,Invesco Senior Loan,FINANCE,"9,408,366",NaN,"$204,820,000",0.01
1683,MTUM,NaN,FINANCE,"1,215,662",NaN,"$204,560,000",0.01
1684,ATUS,Altice USA Inc. Class A,CONSUMER DISCRETIONARY,"16,302,827",NaN,"$203,460,000",0.01
1685,CHCT,Community Healthcare Trust Incorporated,REAL ESTATE,"4,815,968",NaN,"$203,282,000",0.01
1686,DIN,Dine Brands Global Inc.,CONSUMER DISCRETIONARY,"2,604,239",NaN,"$202,999,000",0.01
1687,FALN,NaN,FINANCE,"7,308,390",NaN,"$202,880,000",0.01
1688,CSTM,Constellium N.V.,CONSUMER DISCRETIONARY,"11,266,672",NaN,"$202,801,000",0.01
1689,DQ,DAQO New Energy Corp. American Depositary Shares each representing five,INFORMATION TECHNOLOGY,"4,885,124",NaN,"$201,853,000",0.01
1690,SWCH,Switch Inc. Class A,COMMUNICATIONS,"6,540,709",NaN,"$201,585,000",0.01
1691,XOP(CALL),NaN,ENERGY,"1,495,500",NaN,"$201,220,000",0.01
1692,SHYG,NaN,FINANCE,"4,573,403",NaN,"$201,047,000",0.01
1693,APAM,Artisan Partners Asset Management Inc. Class A,COMMUNICATIONS,"5,092,524",NaN,"$200,390,000",0.01
1694,EPAC,NaN,INDUSTRIALS,"9,149,186",NaN,"$200,275,000",0.01
1695,KSA,NaN,FINANCE,"4,206,638",NaN,"$199,647,000",0.01
1696,EVH,Evolent Health Inc Class A,INFORMATION TECHNOLOGY,"6,180,992",NaN,"$199,644,000",0.01
1697,AXS,Axis Capital Holdings Limited,FINANCE,"3,292,446",NaN,"$199,093,000",0.01
1698,PGRE,Paramount Group Inc.,REAL ESTATE,"18,238,107",NaN,"$198,978,000",0.01
1699,CPA,Copa Holdings S.A. Class A,TRANSPORTS,"2,377,720",NaN,"$198,873,000",0.01
1700,NXGN,NextGen Healthcare Inc.,INFORMATION TECHNOLOGY,"9,509,319",NaN,"$198,839,000",0.01
1701,BILI,Bilibili Inc.,COMMUNICATIONS,"7,773,101",NaN,"$198,834,000",0.01
1702,GMAB,NaN,HEALTH CARE,"5,494,689",NaN,"$198,799,000",0.01
1703,KD,NaN,INFORMATION TECHNOLOGY,"15,118,710",NaN,"$198,357,000",0.01
1704,RGR,Sturm Ruger & Company Inc.,CONSUMER DISCRETIONARY,"2,848,464",NaN,"$198,308,000",0.01
1705,GDOT,Green Dot Corporation Class A $0.001 par value,FINANCE,"7,215,007",NaN,"$198,269,000",0.01
1706,ACWV,iShares Edge MSCI Min Vol Global,FINANCE,"1,888,370",NaN,"$197,938,000",0.01
1707,OLPX,NaN,CONSUMER STAPLES,"12,631,442",NaN,"$197,430,000",0.01
1708,CWK,Cushman & Wakefield plc,REAL ESTATE,"9,620,976",NaN,"$197,326,000",0.01
1709,CDMO,Avid Bioservices Inc.,HEALTH CARE,"9,681,513",NaN,"$197,213,000",0.01
1710,CPG,Crescent Point Energy Corporation (Canada),ENERGY,"28,447,343",NaN,"$196,855,614",0.01
1711,BKD,Brookdale Senior Living Inc.,HEALTH CARE,"34,410,815",NaN,"$196,141,646",0.01
1712,KTOS,Kratos Defense & Security Solutions Inc.,INDUSTRIALS,"9,572,976",NaN,"$196,054,000",0.01
1713,SAFT,Safety Insurance Group Inc.,FINANCE,"2,155,243",NaN,"$195,805,000",0.01
1714,CEIX,CONSOL Energy Inc.,ENERGY,"5,188,877",NaN,"$195,258,000",0.01
1715,AUB,NaN,FINANCE,"5,321,159",NaN,"$195,233,000",0.01
1716,NBR,Nabors Industries Ltd.,ENERGY,"1,276,778",NaN,"$194,989,000",0.01
1717,SBSI,Southside Bancshares Inc.,FINANCE,"4,758,431",NaN,"$194,286,000",0.01
1718,APOG,Apogee Enterprises Inc.,INDUSTRIALS,"4,087,566",NaN,"$193,996,000",0.01
1719,NEU,NewMarket Corp,MATERIALS,"596,718",NaN,"$193,563,000",0.01
1720,INN,Summit Hotel Properties Inc.,REAL ESTATE,"19,385,255",NaN,"$193,077,000",0.01
1721,RCUS,Arcus Biosciences Inc.,HEALTH CARE,"7,967,687",NaN,"$192,897,702",0.01
1722,AU,AngloGold Ashanti Limited,MATERIALS,"8,139,554",NaN,"$192,827,000",0.01
1723,OFG,OFG Bancorp,FINANCE,"7,235,843",NaN,"$192,763,000",0.01
1724,RILY,B. Riley Financial Inc.,FINANCE,"2,752,356",NaN,"$192,554,000",0.01
